date,AAPL,Return,42d,242d,Mov_Vol
1991-05-28,10.93,0.00274851295335,13.6376190476,10.7825619835,170.294413077
1991-05-29,11.17,0.0217203108927,13.52,10.7901239669,170.385754492
1991-05-30,11.32,0.0133394596939,13.4030952381,10.7983057851,170.48843484
1991-05-31,11.17,-0.0133394596939,13.2585714286,10.8061157025,170.588595426
1991-06-03,11.7,0.0463572287226,13.1421428571,10.8163636364,170.722142873
1991-06-04,11.67,-0.00256739550525,13.0166666667,10.8261157025,170.872698721
1991-06-05,11.4,-0.023408090898,12.8966666667,10.8343801653,171.006246168
1991-06-06,11.08,-0.0284716740813,12.7654761905,10.8395041322,171.1271948
1991-06-07,10.96,-0.0108893997993,12.6385714286,10.8445041322,171.251293135
1991-06-10,10.93,-0.00274097933142,12.5214285714,10.8496280992,171.362792655
1991-06-11,10.6,-0.0306573010704,12.3730952381,10.8539669421,171.43082626
1991-06-12,10.07,-0.0512932943876,12.2080952381,10.8552892562,171.476811937
1991-06-13,10.01,-0.00597611340334,12.0952380952,10.8549173554,171.51901797
1991-06-14,9.77,-0.0242681272724,11.9652380952,10.8518181818,171.549885069
1991-06-17,9.98,0.0212666242687,11.845952381,10.8503305785,171.597760569
1991-06-18,10.01,0.00300150300376,11.74,10.8489669421,171.641856424
1991-06-19,9.92,-0.00903167203035,11.6397619048,10.8477272727,171.674613345
1991-06-20,9.98,0.00603016902659,11.5304761905,10.8454958678,171.683432516
1991-06-21,9.98,0.0,11.4211904762,10.841446281,171.697921154
1991-06-24,9.92,-0.00603016902659,11.3145238095,10.8368181818,171.712409792
1991-06-25,10.07,0.0150077854337,11.2242857143,10.8328099174,171.745166713
1991-06-26,10.22,0.0147858780451,11.1369047619,10.8290495868,171.77477393
1991-06-27,10.1,-0.0118111609283,11.0488095238,10.8253719008,171.77477393
1991-06-28,9.86,-0.0240492552327,10.9733333333,10.8218181818,171.733197838
1991-07-01,10.1,0.0240492552327,10.9471428571,10.8205785124,171.718079259
1991-07-02,10.04,-0.00595830958363,10.9097619048,10.8187190083,171.699181035
1991-07-03,10.25,0.0207005913208,10.8773809524,10.8205371901,171.701070858
1991-07-05,10.84,0.0559652904271,10.8519047619,10.8255371901,171.721228963
1991-07-08,11.11,0.02460260764,10.8307142857,10.8311570248,171.730678075
1991-07-09,11.14,0.0026966308476,10.8152380952,10.8362809917,171.736977483
1991-07-10,11.23,0.00804653425121,10.7961904762,10.8416528926,171.748946358
1991-07-11,11.11,-0.0107431650988,10.7716666667,10.8473966942,171.747686476
1991-07-12,11.11,0.0,10.7385714286,10.8531404959,171.755245766
1991-07-15,10.81,-0.0273739720004,10.694047619,10.8566528926,171.760915233
1991-07-16,10.39,-0.03962782654,10.6564285714,10.8588016529,171.760285292
1991-07-17,10.1,-0.0283083812639,10.6204761905,10.8593801653,171.735717601
1991-07-18,10.66,0.0539629948905,10.609047619,10.8611983471,171.789262568
1991-07-19,10.93,0.0250128834507,10.619047619,10.866322314,171.871154871
1991-07-22,10.93,0.0,10.6233333333,10.8731404959,171.945487884
1991-07-23,10.69,-0.0222025771515,10.6161904762,10.8789669421,171.995253206
1991-07-24,10.69,0.0,10.6154761905,10.8841735537,172.043128706
1991-07-25,10.75,0.00559702953672,10.6119047619,10.8902479339,172.108012607
1991-07-26,10.66,-0.00840733583597,10.6054761905,10.8966528926,172.167227041
1991-07-29,10.81,0.0139732129134,10.5969047619,10.9026033058,172.220772008
1991-07-30,11.05,0.0219587963126,10.5904761905,10.9096694215,172.295105021
1991-07-31,10.99,-0.00544465954823,10.5861904762,10.9169834711,172.359988922
1991-08-01,11.67,0.0600356778829,10.5854761905,10.9278099174,172.451330337
1991-08-02,11.88,0.017834867636,10.5904761905,10.941446281,172.589287369
1991-08-05,11.52,-0.0307716586668,10.5933333333,10.9532644628,172.730394106
1991-08-06,11.76,0.0206192872027,10.6095238095,10.9665702479,172.886619422
1991-08-07,11.97,0.0176995770994,10.6335714286,10.9818181818,173.046624382
1991-08-08,12.0,0.00250313021812,10.659047619,10.9978099174,173.217968276
1991-08-09,12.06,0.00498754151104,10.6938095238,11.0130578512,173.403800809
1991-08-12,12.29,0.0188917322789,10.7466666667,11.0270661157,173.587743519
1991-08-13,12.71,0.0336031616234,10.810952381,11.0424380165,173.800033565
1991-08-14,13.04,0.0256324712971,10.8888095238,11.0600413223,174.040670946
1991-08-15,12.65,-0.030364341325,10.9523809524,11.0770247934,174.26744963
1991-08-16,12.65,0.0,11.0152380952,11.0932644628,174.52383553
1991-08-19,12.02,-0.0510852860665,11.0652380952,11.1069008264,174.735495635
1991-08-20,12.14,0.00993385652429,11.1166666667,11.1220247934,174.962274319
1991-08-21,12.8,0.0529393852942,11.1838095238,11.1400826446,175.247007555
1991-08-22,12.92,0.00933132742888,11.2552380952,11.1580578512,175.548749193
1991-08-23,12.62,-0.0234936412414,11.315952381,11.1753719008,175.816474028
1991-08-26,12.62,0.0,11.3730952381,11.1944214876,176.050812001
1991-08-27,12.86,0.0188388616964,11.4388095238,11.2144628099,176.294599086
1991-08-28,12.68,-0.0140957698004,11.505952381,11.2340082645,176.540275994
1991-08-29,12.62,-0.00474309189601,11.565952381,11.2530578512,176.797291836
1991-08-30,12.62,0.0,11.6273809524,11.2723553719,177.042968743
1991-09-03,12.5,-0.00955421280481,11.680952381,11.2914876033,177.281086361
1991-09-04,12.26,-0.0193867138002,11.7147619048,11.3104958678,177.519203979
1991-09-05,12.14,-0.00983614487671,11.7392857143,11.3298760331,177.752912012
1991-09-06,12.26,0.00983614487671,11.765952381,11.3498760331,177.985360162
1991-09-09,12.68,0.033684018501,11.8004761905,11.3728099174,178.253084997
1991-09-10,11.94,-0.0601318410446,11.8202380952,11.3929338843,178.500651727
1991-09-11,12.02,0.00667782114261,11.8419047619,11.4136363636,178.753257983
1991-09-12,12.06,0.00332226219198,11.8716666667,11.4359504132,179.012163647
1991-09-13,11.58,-0.0406147191542,11.9,11.4555785124,179.237052509
1991-09-16,11.25,-0.0289113434944,11.9273809524,11.4723553719,179.444932969
1991-09-17,11.67,0.036653317648,11.9514285714,11.4917355372,179.684310469
1991-09-18,11.94,0.022872661666,11.9754761905,11.5147933884,179.953925126
1991-09-19,11.85,-0.00756624038332,11.9973809524,11.5364876033,180.231099073
1991-09-20,12.06,0.0175663237179,12.03,11.5590495868,180.523391599
1991-09-23,11.79,-0.0226424767498,12.0561904762,11.5794214876,180.816944006
1991-09-24,11.97,0.0151518050206,12.0852380952,11.6016115702,181.125614992
1991-09-25,12.02,0.00416840953718,12.1176190476,11.6254545455,181.441215327
1991-09-26,11.91,-0.00919354573985,12.1438095238,11.6476446281,181.771934241
1991-09-27,11.67,-0.0203569370687,12.1585714286,11.6683471074,182.076825583
1991-09-30,11.79,0.0102302682508,12.1776190476,11.6900413223,182.366598345
1991-10-01,12.08,0.0242994779574,12.1873809524,11.7156198347,182.687868147
1991-10-02,11.85,-0.0192233249255,12.1866666667,11.7387603306,183.03370564
1991-10-03,11.37,-0.0413495598187,12.1830952381,11.7579752066,183.334187396
1991-10-04,11.49,0.0104987840982,12.1766666667,11.7749173554,183.642228442
1991-10-07,11.46,-0.00261438057407,12.1645238095,11.7919834711,183.932001204
